Question_ID,Question,KC,label
889,"Question: Ethan and Frank went rowing. Ethan rowed the boat from 10:50 to 11:15. Frank rowed the boat twice as long. How long did the boys row the boat altogether?
Solution: 75 (minutes)
Steps: (11*60 (min/hour)+15)-(10*60 (min/hour)+50)+(((11*60 (min/hour)+15)-(10*60 (min/hour)+50))*2)=75 (min)",4.MD.A.2,21
405,"Question: After counting all her money, she went to her mom and had all her savings exchanged into whole $100 bills. After the exchange, she has 8 pieces of $100 bills. How much was total amount of Michelle's savings?
Solution: 800 (dollars)
Steps: 8*100=800",4.NBT.B.5,25
517,"Question: Instead of buying from the store, Melody made Christmas cards for the elderly in a nursing home. She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards, how many sequins will Melody have left?
Solution: 3 (sequins)
Steps: 99/12=8 r3",5.NBT.B.6,33
153,"Question: Mrs. Hilt has 50 cents. A pencil costs 5 cents. How many pencils can she buy with the money she has?
Solution: 10 (pencils)
Steps: 50/5=10",3.OA.A.3,18
734,"Question: Teacher buys 4 black pens and 4 blue pens for students as awards. How many pens does the teacher buy altogether?
Solution: 8 (pens)
Steps: 4+4=8",K.OA.A.2,49
1923,"Question: At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left. How many tickets did the yoyo cost?
Solution: 16 (tickets)
Steps: 48-32=16",2.OA.A.1,9
1142,"Question: There are 43 empty seats and 7 occupied seats on an airplane. What is the ratio of the number of occupied seats to the total number of seats?
Solution: 0.326388889
Steps: 7+43=50; 7:50",2.OA.A.1,9
1142,"Question: There are 43 empty seats and 7 occupied seats on an airplane. What is the ratio of the number of occupied seats to the total number of seats?
Solution: 0.326388889
Steps: 7+43=50; 7:50",6.RP.A.1,39
33,"Question: Mrs. Hilt's favorite first grade classes are baking muffins. Mrs. Brier's class bakes 18 muffins, Mrs. MacAdams's class bakes 20 muffins, and Mrs. Flannery's class bakes 17 muffins. How many muffins does first grade bake in all?
Solution: 55 (muffins)
Steps: 18+20+17=55",2.OA.A.1,9
1227,"Question: Packages of cheddar cheese come with 12 slices, while packages of Swiss cheese come with 28 slices. If Randy bought the same number of slices of each type of cheese, what is the smallest number of slices of each type that Randy could have bought?
Solution: 84 (slices)
Steps: LCM[12,28]=84",6.NS.B.4,38
683,"Question: Mrs. Hilt had $4,000 in her savings account. She earned 10% interest each year. If she left that money in the account for one year, how much will she have in the account at the end of that year?
Solution: 4400 (dollars)
Steps: 4000+(4000*0.1*1)=4400",6.RP.A.3,40
683,"Question: Mrs. Hilt had $4,000 in her savings account. She earned 10% interest each year. If she left that money in the account for one year, how much will she have in the account at the end of that year?
Solution: 4400 (dollars)
Steps: 4000+(4000*0.1*1)=4400",4.NBT.B.4,24
1745,"Question: A chef used five potatoes to make fries for the lunch crowd. Later he used another two potatoes for the dinner crowd. How many potatoes did he use total?
Solution: 7 (potatoes)
Steps: 5+2=7",K.OA.A.2,49
2169,"Question: Adam had 5 dollars. At the store he spent $2 on a new game. If he got another 5 dollars for his allowance, how much money does he have now?
Solution: 8 (dollars)
Steps: 5-2+5=8",K.OA.A.2,49
2064,"Question: P and Q start at the same time in the same direction to run around a stadium. P completes a round in 252 seconds and Q in 198 seconds, both starting at the same point. After what time will they meet again at the starting point?
Solution: 2772 (seconds)
Steps: LCM[252,198]=2772",6.NS.B.4,38
677,"Question: A company donates 935 pencils to a school. The pencils are divided evenly among 9 classrooms. The rest of the pencils are given to the library. How many pencils were donated to the library?
Solution: 8 (pencils)
Steps: 935/9=103 r8",4.NBT.B.6,26
2097,"Question: At a comic convention Janet wanted to buy 8 comics, but each one costs 4 dollars, plus it costs 2 to even get in. How much money should she take with her so she can get in and buy what she wants?
Solution: 34 (dollars)
Steps: 8*4+2=34",3.OA.D.8,19
1883,"Question: Kaleb has seventeen shirts. If he got rid of seven of them, how many shirts would Kaleb have?
Solution: 10 (shirts)
Steps: 17-7=10",1.OA.A.1,1
326,"Question: Charlie, an aspiring inventor, is planning to make some wings to fulfill his dream to fly around the world. He started by collecting feathers. He needs 900 feathers and he already has 387. How many more feathers does he need to collect?
Solution: 513 (feathers)
Steps: 900-387=513",2.NBT.B.7,8
1874,"Question: A furniture store had fifteen chairs. After selling some, there was three left. How many chairs did they sell?
Solution: 12 (chairs)
Steps: 15-3=12",1.OA.A.1,1
1553,"Question: A cafeteria was putting milk cartons into stacks. They had seven hundred ninety-nine cartons and were putting them into stacks with six cartons in each stack. How many full stacks could they make?
Solution: 133 (stacks)
Steps: 799/6=133 r1",4.NBT.B.6,26
1843,"Question: Sarah could send ten text messages a day. If she sent eight, how many text messages does she have left she can send?
Solution: 2 (text messages)
Steps: 10-8=2",K.OA.A.2,49
2132,"Question: Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars. How much money does he have total?
Solution: 92 (dollars)
Steps: 79+13=92",2.OA.A.1,9
1420,"Question: Seven times a two digit is equal to four times the number obtained by reversing the order of digits and the sum of the digits is 3. Find the number.
Solution: 12
Steps: x:The number of the tens digital; y:The number of the unit digital; 7(10x+y)=4(10y+x); x+y=3",8.EE.C.8,47
1310,"Question: Consider three consecutive positive integers. If the third number is subtracted from the sum of first two numbers, the difference is 10. Find the numbers.
Solution: 11; 12; 13
Steps: x:The first number; x+(x+1)-(x+2)=10",6.EE.B.6,35
35,"Question: Mrs. Hilt made 5 Rice Krispie Treats. She used 8 large marshmallows and 10 mini marshmallows. How many marshmallows did she use altogether?
Solution: 18 (marshmallows)
Steps: 8+10=18",1.OA.A.1,1
883,"Question: Mr. Bradley gave his class a math problem to solve. He said, ""Begin with the number 28. Add 12 to it. Then add 7 more."" Ned followed the instructions perfectly but Billy subtracted 7. What is the difference between the boys' answers?
Solution: 14
Steps: (28+12+7)-(28+12-7)=14",2.NBT.B.5,6
1857,"Question: Megan had seventeen bottles of water. If she drank three of them, how many bottles would Megan have left?
Solution: 14 (bottles)
Steps: 17-3=14",1.OA.A.1,1
581,"Question: The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts, how many t-shirts did they order?
Solution: 288 (t-shirts)
Steps: 12*24=288",4.NBT.B.5,25
2077,"Question: Jenny goes to dance class every 6 days, karate class every 12 days, and to the library every 18 days. On December 1st she went to both classes and the libary. How many days from December 1st will she do both classes and go to the library?
Solution: 36 (days)
Steps: LCM[6,12,18]=36",6.NS.B.4,38
511,"Question: Drew prepared 61 servings of butterscotch. If she expects her 6 sweet-tooth guests to share the butterscotch among them equally, how many will be left unconsumed?
Solution: 1 (servings of butterscotch)
Steps: 61/6=10 r1",4.NBT.B.6,26
1048,"Question: Last season, Lisa's soccer team won 8 games and lost 6 games. Her cousin Susan's team won 17 games and lost 14 games. Which team had a higher ratio of wins to losses?
Solution: Lisa's soccer team
Steps: 8/6(Lisa's soccer team) > 17/14(Susan's team)",6.RP.A.3,40
1309,"Question: Thrice the sum of a number and 2 equals 24 added with the same number. Write algebraic equation and find the number.
Solution: 9
Steps: x:The number; 3*(x+2)=24+x",6.EE.B.6,35
1525,"Question: A rectangular roof shingle is 10 inches long and 7 inches wide. What is its area?
Solution: 70 (square inches)
Steps: 10*7=70",4.MD.A.3,22
152,"Question: Mrs. Hilt reads 13 books on every day that starts with the letters T and S. How many books does she read in one week?
Solution: 52 (books)
Steps: 13*4=52",3.OA.A.3,18
719,"Question: 67 medals are displayed in the sports center. There are 19 gold medals and 32 silver medals. How many bronze medals are displayed?
Solution: 16 (bronze medals)
Steps: (67-19)-32=16",2.OA.A.1,9
564,"Question: Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?
Solution: 6 (cakes)
Steps: 18/3=6",3.OA.A.3,18
371,"Question: Andrew is having his friends over for game night. So he decided to prepare the snacks and the games. He started by making mini sandwiches. If he has 4 friends coming over and he made 3 sandwiches for each one of them, how many sandwiches did he make in total?
Solution: 12 (sandwiches)
Steps: 4*3=12",3.OA.A.3,18
21,"Question: 2 birds were sitting on the fence. 4 more birds came to join them. How many birds are sitting on the fence?
Solution: 6 (birds)
Steps: 2+4=6",K.OA.A.2,49
2096,"Question: It takes 4 ounces of cheese to make a burrito and 9 ounces for a taco. If you wanted 7 burritos and 1 taco, how many ounces of cheese would you need?
Solution: 37 (ounces of cheese)
Steps: (7*4)+(1*9)=37",4.OA.A.3,29
395,"Question: Finally, she planned on going to the Halloween party in the village club house. She wanted to make sure that she will have the perfect costume so she rented 4 different costumes from the Halloween store. If each costume rent costs $2.00, how much did she spend on all the costumes?
Solution: 8 (dollars)
Steps: 4*2=8",3.OA.A.3,18
846,"Question: Three workers are working to cut the trees. Worker X can cut a tree every 16 min, Worker Y every 32 min and Worker C every 24 min. If they start cutting three trees at the same time at 7:48, at what time will they start cutting trees at the same time again?
Solution: 0.391666667
Steps: (7*60 (min/hour) + 48) + LCM[16,32,24] + 0 = 564 (min); 564/60 (min/hour)=9 r24; hh:mm=9:24",4.MD.A.2,21
846,"Question: Three workers are working to cut the trees. Worker X can cut a tree every 16 min, Worker Y every 32 min and Worker C every 24 min. If they start cutting three trees at the same time at 7:48, at what time will they start cutting trees at the same time again?
Solution: 0.391666667
Steps: (7*60 (min/hour) + 48) + LCM[16,32,24] + 0 = 564 (min); 564/60 (min/hour)=9 r24; hh:mm=9:24",5.NBT.B.6,33
2208,"Question: At Billy's Restaurant a group with two adults and five children came in to eat. If each meal cost three dollars, how much was the bill?
Solution: 21 (dollars)
Steps: (2+5)*3=21",3.OA.D.8,19
128,"Question: Sarah had some trucks. She gave 13 to Jeff, and now she has 38 trucks left. How many trucks did Sarah have to start with?
Solution: 51 (trucks)
Steps: 38+13=51",2.OA.A.1,9
1099,"Question: A Girl Scout camp served half of their granola with breakfast. After dinner, they put the remaining 6250 g of granola on top of their yogurt dessert. How many kilograms of granola did the Girl Scout camp start with?
Solution: 12.5 (kilograms of granola)
Steps: 6250 (g)*2 = 12500 (g); 12500/1000 (g/kg) = 12.5 (kg)",4.MD.A.2,21
2277,"Question: Atomic fireballs come in packages of 9. Barbara ate 59 Atomic Fireballs. How many Atomic Fireballs does she have left?
Solution: 5 (Atomic Fireballs)
Steps: 59/9=6 r5",4.NBT.B.6,26
179,"Question: Kim has 4 cousins. She wants to give each one 5 pieces of gum. How much gum will she need?
Solution: 20 (pieces of gum)
Steps: 4*5=20",3.OA.A.3,18
445,"Question: There are 3 more sections that are undeveloped. Each of the remaining sections has a land area of 2435 square feet. What is the total area of the undeveloped land?
Solution: 7305 (square feet)
Steps: 3*2435=7305",4.NBT.B.5,25
1311,"Question: A number added with thrice a number is 20. Convert this statement into algebraic equations and find the number.
Solution: 5
Steps: x:The number; x+3x=20",6.EE.B.6,35
323,"Question: The exit door leads to a river 487 inches across, if the bridge he needs to cross is only 295 inches, how much longer does he need to build if he wants to cross the river using the bridge?
Solution: 192 (inches)
Steps: 487-295=192",4.MD.A.2,21
2199,"Question: A vase can hold nine flowers. If you had four carnations and twenty-three roses, how many vases would you need to hold the flowers?
Solution: 3 (vases)
Steps: (4+23)/9=3",3.OA.D.8,19
768,"Question: If Tom plans to fix 158 watches at the rate of 12 watches per day, how many days does he need to fix the watches?
Solution: 14 (days)
Steps: 158/12=13 r2",5.NBT.B.6,33
1164,"Question: When Jenna works out, she spends 18 minutes doing cardio and 20 minutes doing resistance training. Leon's workout consists of 17 minutes of cardio and 18 minutes of resistance training. Who does a higher ratio of cardio to resistance training?
Solution: Leon
Steps: 17/18=94.444%(Leon) > 18/20=90%(Jenna)",6.RP.A.3,40
1318,"Question: One-third of a number minus seven gives eight. Find the number.
Solution: 45
Steps: x:The number; (1/3)*x-7=8",6.EE.B.6,35
1856,"Question: A waiter had eighteen customers. If six left, how many customers would the waiter still have?
Solution: 12 (customers)
Steps: 18-6=12",1.OA.A.1,1
2118,"Question: While playing a game Sam had ninety-two points. If he scored another three points, how many points would he have total?
Solution: 95 (points)
Steps: 92+3=95",2.OA.A.1,9
